,Age,WorkClass,fnlwgt,Education,EducationNum,MaritalStatus,Occupation,Relationship,Gender,CapitalGain,CapitalLoss,HoursPerWeek,NativeCountry
28239,45.0, Private,340341.0,,10.0, Divorced, Adm-clerical, Unmarried, Female,0.0,0.0,40.0,
21131,58.0,,247276.0, 7th-8th,4.0, Widowed, Other-service, Not-in-family, Female,0.0,0.0,30.0, United-States
11039,42.0, Private,33895.0, Bachelors,13.0, Divorced, Adm-clerical, Not-in-family, Female,0.0,0.0,40.0, United-States
23589,54.0, Private,115284.0, Bachelors,13.0, Divorced, Exec-managerial, Unmarried,,0.0,0.0,45.0, United-States
6359,55.0, Federal-gov,27385.0, Assoc-voc,11.0, Married-civ-spouse, Craft-repair, Husband, Male,0.0,0.0,40.0, United-States
6334,17.0, ?,103851.0, 11th,7.0, Never-married, ?, Own-child, Female,0.0,0.0,45.0, United-States
18457,66.0, Self-emp-not-inc,182470.0, Prof-school,15.0, Married-civ-spouse, Prof-specialty, Husband, Male,0.0,0.0,25.0,
14879,51.0, Local-gov,97005.0, 7th-8th,4.0, Married-civ-spouse, Transport-moving, Husband, Male,0.0,0.0,40.0, United-States
26544,43.0, Private,216497.0, Bachelors,,, Adm-clerical, Unmarried, Female,,0.0,40.0, Germany
10108,24.0, Private,32311.0, Some-college,10.0, Married-civ-spouse, Other-service, Wife, Female,,,, United-States
32288,21.0, Private,67804.0, 9th,, Never-married, Machine-op-inspct, Own-child, Male,0.0,0.0,20.0, United-States
7252,48.0, Private,126441.0, 1st-4th,2.0, Married-civ-spouse, Other-service, Husband, Male,0.0,0.0,45.0, China
4805,43.0, Private,183342.0, Bachelors,13.0, Married-civ-spouse, Adm-clerical, Husband, Male,0.0,0.0,40.0, United-States
209,, Private,65368.0, 11th,7.0, Never-married, Sales, Own-child, Female,0.0,0.0,12.0, United-States
15011,46.0, Private,178642.0, HS-grad,9.0, Married-civ-spouse, Handlers-cleaners, Wife, Female,0.0,0.0,40.0, United-States
19571,60.0, Self-emp-not-inc,92845.0, 5th-6th,3.0, Married-civ-spouse, Farming-fishing, Husband, Male,,0.0,40.0, United-States
30170,, Private,373050.0, 12th,8.0, Married-civ-spouse, Other-service,, Male,,0.0,40.0, ?
21989,37.0, Private,112660.0, 9th,5.0, Divorced, Craft-repair, Own-child, Male,0.0,0.0,35.0, United-States
5327,26.0, Private,202156.0, HS-grad,9.0, Married-civ-spouse, Other-service, Own-child, Female,0.0,0.0,30.0, United-States
20451,20.0, Private,379525.0, Some-college,10.0, Never-married, Other-service, Own-child, Female,0.0,0.0,10.0, United-States
17939,20.0, Private,235442.0, Some-college,10.0, Never-married, Other-service, Not-in-family, Male,0.0,0.0,, United-States
5510,27.0,,113464.0,,2.0, Never-married, Other-service, Own-child,,0.0,0.0,35.0, Dominican-Republic
12172,46.0, Private,145290.0, Assoc-voc,11.0, Married-civ-spouse, Sales, Husband, Male,0.0,0.0,40.0, United-States
507,61.0, Private,142988.0, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, Male,15024.0,0.0,45.0, United-States
1019,48.0, Private,153254.0, HS-grad,9.0, Married-civ-spouse, Tech-support, Husband, Male,0.0,0.0,48.0, United-States
25847,58.0, Private,170108.0, Masters,, Married-civ-spouse, Exec-managerial,, Male,0.0,0.0,40.0, United-States
8425,24.0, Private,51985.0, HS-grad,9.0, Never-married, Sales, Own-child, Male,0.0,0.0,40.0, United-States
16078,35.0, Private,107125.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, Male,,0.0,16.0, United-States
19224,, Private,521400.0, 5th-6th,3.0, Never-married, Machine-op-inspct, Other-relative, Male,0.0,0.0,40.0, Mexico
4786,26.0, Private,339423.0, Bachelors,13.0, Never-married, Exec-managerial, Not-in-family, Male,0.0,0.0,40.0, United-States
23038,, Self-emp-not-inc,171968.0,,, Separated, Transport-moving, Not-in-family, Male,0.0,0.0,70.0, United-States
5128,22.0,,, Some-college,, Never-married, Sales, Own-child, Female,0.0,0.0,40.0, United-States
7220,20.0, Private,37932.0, HS-grad,9.0, Never-married, Other-service, Not-in-family, Male,0.0,0.0,45.0, United-States
31169,23.0, Private,70919.0, Bachelors,13.0, Never-married, Exec-managerial, Not-in-family, Male,0.0,0.0,40.0, United-States
6228,24.0, Private,336088.0, HS-grad,9.0, Divorced, Exec-managerial, Not-in-family, Female,0.0,0.0,50.0, United-States
7771,44.0, Private,336513.0, Some-college,10.0, Married-civ-spouse,, Husband, Male,0.0,0.0,45.0, United-States
6013,57.0, Self-emp-inc,199067.0, 7th-8th,4.0, Married-civ-spouse, Exec-managerial, Husband, Male,0.0,0.0,90.0, Greece
14858,, Federal-gov,352768.0, HS-grad,9.0, Divorced, Adm-clerical, Own-child, Female,0.0,0.0,40.0, United-States
3723,30.0, Private,323833.0, 5th-6th,3.0, Married-civ-spouse, Machine-op-inspct, Husband, Male,0.0,0.0,40.0, Mexico
10984,19.0, Self-emp-not-inc,73514.0, HS-grad,9.0, Never-married,, Own-child, Female,0.0,0.0,30.0, United-States
4166,18.0, Private,41794.0,,7.0, Never-married, Other-service, Own-child, Female,0.0,0.0,20.0, United-States
30564,40.0, Private,223277.0,,13.0, Married-civ-spouse, Adm-clerical,, Male,,0.0,50.0,
25095,28.0, Private,56340.0, Bachelors,13.0, Never-married, Prof-specialty,, Female,,0.0,20.0, United-States
2636,25.0, Private,211392.0, HS-grad,9.0, Never-married, Other-service, Not-in-family, Male,0.0,0.0,48.0, United-States
12373,21.0, ?,227521.0, Some-college,10.0, Never-married, ?, Own-child, Female,0.0,0.0,15.0, United-States
19453,26.0, State-gov,34965.0, Some-college,, Married-civ-spouse, Exec-managerial, Husband, Male,0.0,0.0,, United-States
32370,53.0, Self-emp-not-inc,137547.0, Prof-school,15.0, Never-married, Prof-specialty, Not-in-family, Male,27828.0,0.0,,
2304,37.0, State-gov,117166.0, Masters,14.0, Married-civ-spouse, Exec-managerial, Husband, Male,0.0,0.0,40.0, ?
29305,32.0, Private,130040.0, HS-grad,9.0, Divorced, Handlers-cleaners, Not-in-family, Male,0.0,0.0,40.0, United-States
23427,30.0,,169152.0, HS-grad,9.0, Never-married, Tech-support,, Female,0.0,,40.0,
2049,58.0, Private,244605.0, Bachelors,13.0, Widowed, Craft-repair, Not-in-family, Male,0.0,0.0,40.0, United-States
12412,46.0, Private,200947.0, HS-grad,9.0, Married-civ-spouse, Handlers-cleaners, Husband, Male,0.0,0.0,35.0, Italy
8078,28.0, Private,167062.0, Some-college,10.0, Divorced, Adm-clerical,, Male,0.0,,40.0, United-States
834,47.0, Private,275967.0, 10th,6.0, Married-civ-spouse, Craft-repair, Husband, Male,0.0,0.0,35.0, United-States
29391,, ?,199609.0, Some-college,10.0, Never-married, ?,, Female,0.0,0.0,40.0, United-States
20239,43.0, Private,172577.0, Some-college,10.0, Divorced, Adm-clerical, Not-in-family, Female,0.0,0.0,44.0, United-States
7390,21.0, Private,55465.0, Assoc-acdm,12.0, Never-married, Other-service, Other-relative, Male,0.0,0.0,15.0, United-States
30976,48.0, Private,49278.0, Assoc-acdm,12.0, Divorced, Adm-clerical, Unmarried, Female,0.0,0.0,40.0, United-States
17267,18.0, Private,212370.0, HS-grad,, Married-civ-spouse, Craft-repair,, Male,0.0,0.0,25.0, United-States
557,51.0, Private,144284.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, Male,0.0,0.0,40.0, United-States
2002,66.0, Self-emp-not-inc,293114.0, HS-grad,9.0, Married-civ-spouse, Farming-fishing, Husband,,1409.0,0.0,40.0, United-States
17498,, Private,193335.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, Male,0.0,0.0,40.0, United-States
9705,51.0, Private,104651.0,,13.0, Married-civ-spouse, Craft-repair, Husband, Male,0.0,,50.0, United-States
7236,40.0, Private,204046.0, 10th,6.0, Divorced, Transport-moving, Own-child, Male,0.0,0.0,40.0, United-States
22531,40.0,,182268.0, Preschool,1.0, Married-spouse-absent, Adm-clerical, Own-child, Male,0.0,0.0,40.0,
28147,46.0, Private,105327.0, HS-grad,9.0, Divorced, Craft-repair, Not-in-family, Male,,0.0,40.0, United-States
5599,29.0, Private,, Bachelors,13.0,, Sales, Not-in-family, Male,0.0,0.0,50.0, United-States
17999,27.0, Private,137063.0,,13.0, Married-civ-spouse, Sales, Husband, Male,0.0,0.0,50.0, United-States
27081,62.0, Private,138253.0,,14.0, Never-married, Handlers-cleaners, Not-in-family, Male,4650.0,0.0,40.0, United-States
24939,, Federal-gov,123011.0, HS-grad,9.0, Divorced, Adm-clerical, Not-in-family, Male,0.0,0.0,45.0, United-States
2256,, Self-emp-not-inc,220647.0, Bachelors,13.0, Married-civ-spouse, Farming-fishing, Husband, Male,0.0,0.0,45.0, United-States
28653,22.0, Private,315974.0, Some-college,10.0, Never-married, Sales, Not-in-family, Female,0.0,0.0,40.0, United-States
6265,61.0, ?,451327.0, Bachelors,13.0, Married-civ-spouse, ?, Husband, Male,0.0,0.0,24.0, United-States
15205,26.0, Private,34112.0, Assoc-voc,11.0,, Other-service, Not-in-family, Male,,0.0,40.0, United-States
2557,22.0, Local-gov,123727.0, Some-college,10.0, Never-married, Prof-specialty, Not-in-family, Female,0.0,0.0,21.0, United-States
8764,53.0, ?,29231.0, 7th-8th,, Married-civ-spouse, ?, Husband, Male,0.0,0.0,35.0, United-States
19604,35.0, Local-gov,331395.0, Assoc-voc,11.0, Married-civ-spouse, Protective-serv, Husband, Male,,0.0,, United-States
851,41.0, Self-emp-inc,214247.0, Prof-school,15.0, Married-civ-spouse, Prof-specialty, Husband, Male,0.0,2415.0,60.0, United-States
10241,77.0, ?,331863.0, Some-college,10.0, Separated, ?, Not-in-family, Male,0.0,0.0,2.0, United-States
14241,40.0, Self-emp-not-inc,, HS-grad,9.0, Divorced, Craft-repair, Not-in-family, Male,0.0,,45.0, Canada
7535,36.0, Private,75826.0, Bachelors,, Divorced, Adm-clerical, Unmarried, Female,0.0,0.0,, United-States
11868,49.0, State-gov,336509.0,,6.0,, Other-service, Husband, Male,0.0,0.0,40.0, United-States
15071,39.0,,174924.0, HS-grad,9.0, Separated, Exec-managerial, Not-in-family, Male,14344.0,0.0,40.0, United-States
25891,42.0, Private,89413.0, 12th,8.0,, Farming-fishing, Own-child, Male,0.0,0.0,40.0, United-States
31962,27.0, Private,215873.0, HS-grad,9.0, Never-married, Machine-op-inspct, Own-child, Male,0.0,0.0,40.0, United-States
10119,27.0, Private,98769.0, Assoc-voc,11.0, Never-married, Craft-repair, Unmarried, Male,0.0,0.0,40.0, United-States
29277,39.0, Private,115422.0, HS-grad,, Married-civ-spouse, Farming-fishing,, Male,0.0,0.0,, United-States
7527,27.0, Private,37754.0, Some-college,10.0, Married-civ-spouse,, Husband, Male,,0.0,80.0, United-States
1004,48.0, Private,226696.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, Male,0.0,0.0,40.0, United-States
14511,50.0, Self-emp-not-inc,204402.0, HS-grad,9.0, Married-civ-spouse, Farming-fishing, Husband, Male,0.0,0.0,84.0, United-States
541,29.0, Private,133937.0, Doctorate,16.0, Never-married, Prof-specialty, Own-child, Male,0.0,0.0,40.0, United-States
22714,20.0, Private,70708.0, HS-grad,9.0, Married-civ-spouse, Handlers-cleaners, Husband, Male,0.0,0.0,60.0, United-States
17977,47.0, Private,, HS-grad,9.0, Never-married, Adm-clerical, Other-relative, Female,0.0,0.0,40.0, United-States
15002,31.0, Private,198103.0, HS-grad,9.0, Never-married, Machine-op-inspct, Own-child, Male,0.0,0.0,40.0, United-States
3070,33.0, Self-emp-not-inc,238186.0, Some-college,10.0, Never-married, Farming-fishing, Own-child, Male,0.0,0.0,98.0, United-States
17822,35.0, Local-gov,387777.0, Assoc-acdm,12.0, Married-civ-spouse, Protective-serv, Husband, Male,0.0,0.0,52.0, United-States
9142,27.0, Private,173927.0, Some-college,10.0, Never-married, Tech-support, Own-child, Female,0.0,0.0,32.0, Jamaica
3988,35.0, Private,178649.0, Bachelors,13.0, Divorced, Prof-specialty, Unmarried, Female,0.0,0.0,36.0, Philippines
18800,17.0, Private,186890.0, 10th,6.0, Married-civ-spouse, Sales,, Female,0.0,0.0,30.0, United-States
21503,35.0, Private,93034.0, HS-grad,9.0, Never-married, Machine-op-inspct, Not-in-family, Male,0.0,0.0,40.0, Cambodia
23024,23.0, Private,197613.0,,10.0, Never-married, Adm-clerical, Not-in-family,,,0.0,40.0, United-States
14028,38.0, Private,339677.0, Masters,14.0, Divorced, Tech-support, Unmarried, Female,0.0,0.0,40.0, ?
30632,60.0, Private,162347.0, Prof-school,15.0, Married-civ-spouse, Exec-managerial, Husband, Male,0.0,1902.0,40.0, United-States
27276,47.0, Private,170850.0, Bachelors,13.0, Married-civ-spouse, Tech-support, Husband, Male,0.0,0.0,48.0, United-States
10236,33.0, State-gov,167474.0, 10th,6.0, Married-civ-spouse, Handlers-cleaners, Husband, Male,0.0,,40.0, United-States
11105,69.0, Private,295425.0, Assoc-acdm,12.0, Married-civ-spouse, Exec-managerial, Husband, Male,0.0,0.0,24.0, United-States
15488,43.0, Private,55395.0, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, Male,0.0,0.0,40.0, United-States
2125,22.0, Private,155913.0, HS-grad,9.0, Never-married, Other-service, Own-child, Male,0.0,0.0,18.0, United-States
22728,28.0, Self-emp-not-inc,282972.0, Bachelors,13.0, Never-married,, Not-in-family, Female,0.0,0.0,, United-States
1267,50.0, Self-emp-not-inc,343748.0, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, Male,0.0,0.0,35.0, United-States
6283,18.0, Private,215190.0, 12th,8.0, Never-married, Sales, Own-child, Female,0.0,0.0,20.0, United-States
21173,43.0, Private,143368.0, HS-grad,9.0, Divorced, Farming-fishing, Not-in-family, Male,0.0,0.0,40.0, United-States
492,33.0, Private,175856.0, 11th,7.0, Married-civ-spouse, Sales, Husband, Male,0.0,0.0,60.0, United-States
31363,, Self-emp-not-inc,365110.0, Bachelors,13.0, Never-married, Prof-specialty, Not-in-family, Female,0.0,,20.0, United-States
10992,64.0, Private,278515.0, HS-grad,9.0, Divorced, Adm-clerical, Unmarried, Female,0.0,0.0,40.0, United-States
10356,20.0, Local-gov,37932.0, Some-college,10.0, Never-married, Handlers-cleaners, Not-in-family, Male,0.0,0.0,40.0, United-States
9126,68.0, Private,193666.0, Doctorate,16.0, Married-civ-spouse, Prof-specialty, Husband, Male,20051.0,0.0,, United-States
4117,50.0, Private,144968.0, HS-grad,9.0,, Tech-support, Own-child, Male,0.0,,15.0, United-States
6535,46.0, Private,266860.0, Assoc-acdm,12.0, Married-civ-spouse, Exec-managerial, Husband, Male,0.0,0.0,60.0, United-States
28061,51.0, Private,128272.0, Some-college,10.0,, Exec-managerial, Husband, Male,,0.0,40.0, United-States
14919,52.0, Private,134184.0, HS-grad,9.0, Divorced, Other-service, Not-in-family, Female,2597.0,0.0,36.0, United-States
17840,33.0, Private,392812.0, Some-college,10.0, Married-civ-spouse, Handlers-cleaners, Husband, Male,0.0,0.0,, United-States
15577,40.0, Local-gov,63042.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Wife, Female,,0.0,40.0, United-States
8937,53.0, Private,241141.0, Some-college,10.0, Divorced, Adm-clerical, Unmarried, Female,0.0,0.0,40.0, ?
32534,37.0, Private,179137.0, Some-college,10.0, Divorced, Adm-clerical, Unmarried, Female,0.0,0.0,39.0, United-States
7209,39.0, Private,167882.0, 12th,8.0, Never-married, Other-service, Unmarried, Female,0.0,0.0,48.0, Haiti
28777,18.0,,42857.0, Some-college,10.0, Never-married, Craft-repair,, Female,0.0,0.0,35.0, United-States
8850,33.0, Private,296453.0, Masters,14.0, Married-civ-spouse,, Husband, Male,0.0,0.0,15.0, United-States
30013,38.0, State-gov,112497.0, Bachelors,13.0, Married-civ-spouse, Protective-serv, Husband,,0.0,0.0,60.0, United-States
14096,61.0, Local-gov,149981.0, HS-grad,9.0, Widowed, Adm-clerical, Not-in-family, Female,0.0,0.0,40.0, United-States
4740,33.0, Private,135312.0, Bachelors,13.0, Never-married, Prof-specialty, Not-in-family, Male,0.0,0.0,40.0, United-States
527,74.0, Private,99183.0, Some-college,10.0, Divorced, Adm-clerical, Not-in-family, Female,0.0,,9.0,
10222,18.0, ?,137363.0, Some-college,10.0, Never-married, ?, Own-child, Female,0.0,0.0,30.0,
901,37.0, Private,112158.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, Male,7688.0,0.0,99.0, United-States
6397,56.0, Private,94345.0, Bachelors,13.0, Married-civ-spouse, Sales, Husband, Male,0.0,0.0,40.0, United-States
23304,66.0, Local-gov,188220.0, HS-grad,9.0,, Adm-clerical,,,,0.0,35.0, United-States
21760,, Private,392167.0, 10th,6.0, Divorced, Sales, Not-in-family, Male,0.0,0.0,48.0, United-States
12652,, Private,372484.0, 11th,7.0, Never-married, Other-service, Own-child, Female,0.0,0.0,40.0, United-States
6366,59.0, Private,216851.0, HS-grad,, Never-married, Machine-op-inspct,, Male,0.0,,40.0, United-States
27898,39.0, ?,204756.0, Some-college,10.0, Divorced, ?, Not-in-family, Female,,0.0,20.0, United-States
16591,66.0, Private,234743.0, Some-college,10.0, Married-civ-spouse,, Husband, Male,0.0,,,
30285,41.0,,212894.0, 5th-6th,3.0, Married-civ-spouse, Handlers-cleaners, Husband, Male,0.0,0.0,, Guatemala
21717,37.0, Private,172232.0, HS-grad,9.0, Divorced, Other-service, Not-in-family, Female,0.0,0.0,30.0, United-States
15857,49.0, Private,27614.0, HS-grad,9.0, Separated, Machine-op-inspct, Not-in-family, Female,0.0,0.0,40.0, United-States
11077,36.0, Local-gov,410034.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, Male,0.0,1887.0,40.0,
7836,37.0, Local-gov,188391.0, Assoc-acdm,12.0, Divorced, Other-service, Unmarried, Male,0.0,0.0,60.0, United-States
8337,72.0, Private,192732.0, HS-grad,9.0,, Handlers-cleaners, Husband, Male,0.0,0.0,20.0, United-States
21720,, Private,109067.0, Bachelors,13.0, Separated, Tech-support, Not-in-family, Male,0.0,0.0,40.0, United-States
14658,42.0,,101593.0, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, Male,,0.0,60.0, United-States
8930,47.0, Private,47496.0, HS-grad,9.0, Divorced, Craft-repair, Not-in-family, Male,0.0,0.0,42.0,
5680,34.0, Private,128016.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Wife, Female,99999.0,0.0,40.0, United-States
11160,36.0, Private,338033.0, Some-college,10.0, Divorced, Sales, Unmarried, Female,0.0,0.0,40.0, United-States
17302,60.0, Private,132529.0, HS-grad,9.0, Married-civ-spouse, Other-service, Husband, Male,0.0,0.0,40.0, United-States
10084,38.0, Private,, Assoc-acdm,12.0, Divorced, Exec-managerial, Unmarried, Female,0.0,,40.0,
4733,,,228075.0, HS-grad,, Never-married, Adm-clerical, Unmarried, Male,0.0,,35.0, Mexico
3330,36.0, ?,356838.0,,8.0, Never-married, ?, Not-in-family, Male,0.0,0.0,35.0, United-States
2848,75.0, ?,27663.0, 7th-8th,4.0, Separated, ?, Not-in-family, Male,0.0,0.0,50.0, United-States
763,32.0, Private,220690.0, 11th,7.0, Divorced, Other-service, Not-in-family, Male,0.0,0.0,33.0, United-States
4969,27.0, Private,253814.0, HS-grad,9.0, Never-married, Adm-clerical, Not-in-family, Male,0.0,0.0,38.0, United-States
30921,50.0,,175029.0, HS-grad,, Married-civ-spouse, Handlers-cleaners,,,0.0,0.0,40.0, United-States
2977,51.0, State-gov,230095.0, HS-grad,9.0, Divorced, Exec-managerial, Unmarried, Female,0.0,0.0,38.0, United-States
819,47.0, Private,191277.0, HS-grad,9.0,, Transport-moving, Husband, Male,0.0,0.0,50.0, United-States
13311,30.0, Local-gov,154548.0, Masters,14.0, Divorced, Prof-specialty, Unmarried, Female,0.0,0.0,65.0, United-States
27458,, Local-gov,,,12.0, Married-civ-spouse, Prof-specialty, Husband, Male,0.0,0.0,40.0, United-States
10325,40.0, Private,77357.0,,15.0, Married-civ-spouse, Prof-specialty,, Male,,,40.0, United-States
1216,35.0, Private,281982.0, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Husband, Male,0.0,0.0,40.0, United-States
3610,65.0, Private,386672.0, Assoc-voc,11.0, Married-civ-spouse, Adm-clerical, Husband, Male,0.0,0.0,15.0, United-States
25326,43.0, Private,200734.0, HS-grad,9.0, Separated, Other-service,, Female,0.0,0.0,40.0, United-States
9636,24.0, Private,53942.0, Bachelors,13.0,, Machine-op-inspct, Husband, Male,0.0,0.0,40.0, United-States
9505,64.0, Private,47589.0, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, Male,15024.0,0.0,50.0, United-States
952,40.0, Private,204585.0, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Wife, Female,0.0,0.0,40.0, United-States
27767,36.0, Local-gov,150309.0, Assoc-voc,, Married-civ-spouse, Transport-moving,, Male,0.0,0.0,40.0, United-States
12270,53.0, Private,224894.0, 5th-6th,3.0, Married-civ-spouse,,, Female,0.0,0.0,10.0, Haiti
26331,27.0, ?,, Some-college,10.0, Never-married, ?, Unmarried, Female,0.0,0.0,40.0,
11453,46.0, Private,190482.0, HS-grad,9.0, Divorced, Craft-repair, Not-in-family, Male,0.0,0.0,40.0, United-States
27174,33.0, Self-emp-not-inc,62932.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, Male,0.0,0.0,40.0, United-States
18336,68.0, State-gov,493363.0, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, Male,0.0,0.0,20.0, United-States
9862,41.0, Private,173307.0, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, Male,0.0,0.0,43.0, United-States
2134,47.0, Private,326857.0, Assoc-voc,11.0, Married-civ-spouse, Craft-repair, Husband, Male,5013.0,0.0,40.0, United-States
30057,71.0, Self-emp-not-inc,, HS-grad,9.0, Married-civ-spouse, Farming-fishing, Husband, Male,0.0,0.0,35.0, United-States
22113,33.0, Private,182792.0, HS-grad,9.0, Divorced, Other-service, Unmarried, Female,0.0,0.0,40.0, United-States
16388,35.0, Private,217893.0, HS-grad,9.0, Divorced,,, Female,0.0,0.0,30.0, United-States
8146,23.0, Private,222925.0, HS-grad,, Married-civ-spouse, Machine-op-inspct, Own-child, Female,2105.0,0.0,40.0,
24900,45.0, Private,, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, Male,0.0,0.0,72.0, Canada
29522,39.0, Private,165743.0, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, Male,0.0,0.0,45.0, United-States
26238,21.0, Private,202373.0, Some-college,, Married-civ-spouse, Handlers-cleaners, Husband, Male,,0.0,, United-States
106,17.0, ?,304873.0, 10th,, Never-married, ?, Own-child, Female,34095.0,0.0,32.0, United-States
17361,29.0, Private,157941.0, Bachelors,13.0, Never-married, Tech-support,, Male,0.0,0.0,40.0, United-States
15186,40.0, Private,222011.0, Masters,14.0, Never-married, Prof-specialty, Not-in-family, Female,0.0,0.0,45.0, United-States
25457,55.0,,136819.0, Bachelors,13.0, Married-civ-spouse, ?, Husband, Male,0.0,0.0,40.0, United-States
30136,18.0, Private,266681.0, 11th,7.0, Never-married, Other-service,, Male,0.0,0.0,20.0, United-States
4732,46.0, Self-emp-not-inc,97176.0, Some-college,10.0, Married-civ-spouse, Exec-managerial, Wife, Female,0.0,0.0,50.0, United-States
13697,55.0, Self-emp-not-inc,204502.0, HS-grad,9.0, Married-civ-spouse, Sales, Husband, Male,0.0,0.0,35.0, United-States
19008,39.0, Private,181661.0, HS-grad,9.0, Married-civ-spouse, Handlers-cleaners, Husband, Male,0.0,0.0,, United-States
24759,59.0, Self-emp-not-inc,170411.0, 7th-8th,4.0,, Transport-moving, Husband, Male,0.0,0.0,, United-States
3894,54.0, Federal-gov,33863.0, HS-grad,9.0,,, Husband,,0.0,0.0,40.0, United-States
12743,23.0, Private,209955.0, Some-college,10.0, Never-married, Sales, Own-child, Male,0.0,0.0,25.0, Canada
9457,31.0, Private,271933.0, Some-college,10.0, Married-civ-spouse, Machine-op-inspct, Wife, Female,0.0,0.0,40.0, United-States
1850,21.0, Private,131811.0, HS-grad,9.0, Married-civ-spouse, Handlers-cleaners,, Male,0.0,0.0,, United-States
8286,54.0, Self-emp-not-inc,99902.0, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, Male,0.0,0.0,40.0, Ireland
8773,52.0, Private,95872.0, Masters,14.0, Never-married, Prof-specialty, Not-in-family, Female,0.0,0.0,55.0, ?
23418,, Private,194259.0,,4.0, Married-civ-spouse, Exec-managerial, Wife, Female,0.0,0.0,50.0, United-States
10753,27.0,,501172.0, 5th-6th,3.0,, Transport-moving, Husband, Male,,0.0,40.0, Mexico
13956,23.0, Private,218445.0, 5th-6th,3.0, Never-married, Priv-house-serv, Unmarried, Female,0.0,0.0,, Mexico
11506,28.0, Private,202222.0, Bachelors,13.0, Never-married, Sales, Not-in-family, Male,0.0,0.0,40.0, United-States
653,38.0, State-gov,, Some-college,10.0, Separated, Exec-managerial, Not-in-family, Female,,0.0,45.0, United-States
8681,28.0, Private,206125.0, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, Male,0.0,,40.0,
11141,51.0, Local-gov,259646.0, Masters,14.0, Divorced, Exec-managerial, Unmarried, Female,0.0,0.0,40.0, United-States
16308,25.0, Private,, Some-college,10.0, Never-married, Other-service, Not-in-family, Male,0.0,0.0,25.0, United-States
5074,33.0, Private,91666.0, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, Male,0.0,0.0,40.0, United-States
15015,49.0, Private,209739.0, Assoc-voc,11.0, Married-civ-spouse, Exec-managerial, Husband, Male,7688.0,0.0,60.0, United-States
16634,62.0, Self-emp-not-inc,115176.0, HS-grad,9.0, Married-civ-spouse, Farming-fishing, Husband, Male,0.0,0.0,, United-States
15630,27.0, Private,31659.0,,13.0, Married-civ-spouse, Machine-op-inspct, Husband, Male,0.0,1887.0,60.0, United-States
14403,40.0, Private,365986.0, Bachelors,13.0, Married-civ-spouse, Handlers-cleaners, Own-child, Male,0.0,0.0,40.0, United-States
7350,36.0, Local-gov,217414.0, Some-college,10.0, Divorced, Protective-serv, Unmarried, Male,0.0,0.0,55.0, United-States
3085,20.0,,157145.0, Some-college,, Never-married, Farming-fishing, Own-child, Male,0.0,2258.0,10.0, United-States
8811,49.0, State-gov,247043.0, Some-college,10.0, Married-civ-spouse, Protective-serv, Husband, Male,0.0,0.0,40.0, United-States
6137,36.0, Private,238415.0, Assoc-voc,11.0, Married-civ-spouse, Sales,, Male,0.0,0.0,50.0, United-States
22451,, Private,112115.0,,15.0, Married-civ-spouse, Prof-specialty, Husband, Male,,1977.0,55.0, United-States
10035,61.0, ?,135285.0, HS-grad,9.0,, ?, Husband, Male,0.0,2603.0,32.0,
5927,22.0, Private,217961.0, Some-college,10.0, Never-married, Transport-moving, Own-child,,0.0,1719.0,, United-States
14523,31.0, Private,1210504.0, 10th,6.0, Married-civ-spouse, Adm-clerical, Wife, Female,0.0,0.0,40.0, United-States
3661,57.0, Private,145189.0, Some-college,10.0, Never-married, Adm-clerical, Not-in-family, Female,,0.0,40.0, United-States
11864,21.0, ?,405684.0, HS-grad,, Never-married, ?,,,0.0,0.0,35.0, Mexico
2788,25.0, Private,199143.0, HS-grad,9.0, Divorced, Craft-repair, Own-child, Male,0.0,0.0,40.0, United-States
1430,49.0, Private,, Assoc-voc,11.0, Married-civ-spouse, Machine-op-inspct, Wife, Female,0.0,0.0,40.0, Peru
12380,19.0, Private,187161.0, Some-college,10.0, Never-married, Sales, Own-child, Female,0.0,0.0,25.0, United-States
